X,Y,X.1,X,id_offer,adress,type,price,currency,surface_grnd,surface_good,nb_room,nb_bathroom,colonia,municipio,estado,desc_good,detailedListings.i.,mode,test_sit
-99.071615,19.740269,2044,2044,1716370466,"Paseos del Lago, Zumpango, Estado De México",Casa en Venta,850000,$,45,138,,,PASEOS DEL LAGO,ZUMPANGO,Estado De México,El vendedor no incluyó una descripción del inmueble.,https://casa.mercadolibre.com.mx/MLM-1716370466-casa-en-venta-en-paseos-del-lago-cerca-de-town-center-zumpango-_JM#position=2&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,0
-99.0494,19.8079,2045,2045,1490866882,"Arbolada Los Sabinos, Arbolada Los Sauces, Zumpango, Estado De México",Casa en Venta,480000,$,97,79,,,ARBOLADA LOS SAUCES,ZUMPANGO,Estado De México,"Casa ubicada en Arbolada Los Sauces II, Zumpango, Edo México. Distribuida en 2 niveles. Planta baja sala-comedor, cocina solo con tarja, medio baño y un pequeño patio trasero en el que se encuentra el área de lavado. En planta alta 2 recamaras sin closet y un baño completo. Se encuentra en buen estado de conservación, construida hace 11 años pero no ha sido habitada, los pisos no tienen loseta. Está ubicada dentro de una privada y cuenta con 1 lugar de estacionamiento y un área de jardín al frente.  (2)",https://casa.mercadolibre.com.mx/MLM-1490866882-casa-en-venta-en-zumpango-estado-de-mexico-_JM#position=3&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0786462,19.8306969,2046,2046,1634814515,"La Trinidad, Zumpango De Ocampo, Estado De México, México, La Trinidad, Zumpango, Estado De México",Casa en Venta,389000,$,30,48,,1,LA TRINIDAD,ZUMPANGO,Estado De México,"¡Oportunidad Inmobiliaria!Ubicación:Santa Silvina MZ - AB LT. 2 Vivienda 15 S/N, Trinidad 3RA Etapa de Zumpango,Estado de México. Características del Inmueble:- 1 Recámara.- 1 Baño.- 1 Estacionamiento.- 1 Nivel.- 16 Años de Antigüedad del Inmueble.- 30.49  m² Superficie de Construcción.- 48  m²  Superficie de Terreno.Instalación Especial:Casa en Condominio con acceso controlado, sala, comedor, cocina, jardín trasero.Somos Autofin Bienes Raíces, empresa de Grupo Autofin México con más de 40 años de solidez y experiencia en el mercado.Te brindamos asesoría personalizada durante todo el proceso de compra, aceptamos crédito INFONAVIT, FOVISSSTE y/o Bancario.¡Acércate a nosotros!",https://casa.mercadolibre.com.mx/MLM-1634814515-casa-en-venta-en-zumpango-estado-de-mexico-santa-silvina-la-trinidad-_JM#position=4&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0117746,19.7836376,2047,2047,1465089021,"Cda. Paseos Palmito 74, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,850000,$,88,98,,2,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,,https://casa.mercadolibre.com.mx/MLM-1465089021-casa-en-venta-en-conjunto-habitacional-paseos-de-san-juan-zumpango-_JM#position=5&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.014274,19.7828622,2048,2048,1517782596,"Paseos De San Juan, Estado De México, México, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,550000,$,85,100,,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,,https://casa.mercadolibre.com.mx/MLM-1517782596-casa-lista-para-cesion-inmediata-en-zumpango-_JM#position=6&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0786462,19.8306969,2049,2049,1470634538,"Villas De La Laguna, Zumpango, Estado De México",Casa en Venta,430000,$,48,34,,,VILLAS DE LA LAGUNA,ZUMPANGO,Estado De México,,https://casa.mercadolibre.com.mx/MLM-1470634538-casa-en-nuevas-villas-de-la-laguna-_JM#position=7&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0882576,19.8356472,2050,2050,1713102154,"Villas De La Laguna, Zumpango, Estado De México",Casa en Venta,1200000,$,150,150,,4,VILLAS DE LA LAGUNA,ZUMPANGO,Estado De México,Fraccionamiento Villas de la Laguna- 4 Recamaras- Sala- Comedor- Cocina- Patio de servicio- Garage- Para remodelar  Cercanias:- Restaurantes- Purificadoras- Bodega Aurrera- Escuelas- Oxxo,https://casa.mercadolibre.com.mx/MLM-1713102154-casa-en-zumpango-_JM#position=8&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.066666,19.7931239,2051,2051,1693462462,"Paseos del Lago, Zumpango, Estado De México",Casa en Venta,620000,$,65,65,,,PASEOS DEL LAGO,ZUMPANGO,Estado De México,- Fraccionamiento Paseos del Lago - 2 Recamaras- Baño completo en la parte de arriba - 1/ Baño en la parte de abajo- Sala- Comedor - Cocina - Patio de Servicio- Area de LavadoCercanias:- Tiendas - Farmacias- Oxxo- Abarrotes- Muy cerca de la Carrretera Zumpango - Tecamac,https://casa.mercadolibre.com.mx/MLM-1693462462-casa-en-paseos-del-lago-zumpango-_JM#position=9&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0157877,19.7826463,2052,2052,1582389494,"Calle Paseo Rosa 7, Paseos De San Juan, Estado De México, México, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,620000,$,63,63,,2,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"¡Casa en venta con un precio accesible para ti!  ¡Ven a aplicar tu crédito! Cuenta con 2 niveles y tiene una excelente opción de crecimiento, metros de construcción 63 m².Características:* 1 baño* 2 habitaciones* Sala / Comedor* Área de cocina* Área de lavado* 1 lugar de estacionamiento",https://casa.mercadolibre.com.mx/MLM-1582389494-casa-en-venta-colonia-paseo-de-san-juan-paseo-rosa-zumpango-_JM#position=10&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.057707,19.791907,2053,2053,1660986650,"Tequesquitengosin  Num, Paseos del Lago, Zumpango, Estado De México",Casa en Venta,600000,$,60,53,,6,PASEOS DEL LAGO,ZUMPANGO,Estado De México,"Nocnok ID: MX22-NX6775. Casa en veta  lista para crédito Infonavit o pago de contado.Muy cerca de la plaza town center tecamac, sams club, a unas cuadras de vialdades y transportes local y foraneas Cuenta con una recamara en planta baja y baño completo.En planta alta aún se puede ampliar, cuenta con 2 recamaras, baño completo, un estudio.Se atenderá con cita previa y datos completos del titular Método de pago: Crédito Uso de suelo: Residencial.  Estátus jurídico: Libre de gravamen.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",https://casa.mercadolibre.com.mx/MLM-1660986650-casa-uso-de-suelo-en-venta-fracc-paseos-del-lago-zumpango-_JM#position=11&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0912696,19.8334525,2054,2054,1591103630,"Lago Chapala, S/n, Villas De La Laguna, Zumpango, Estado De México",Casa en Venta,595000,$,76,76,,,VILLAS DE LA LAGUNA,ZUMPANGO,Estado De México,"Ref: NEX-158600Casa en condominio en venta de 76.308 m2 de construcción, con vista exterior y balcón, desarrollado en dos plantas arquitectónicas, casa 2, 1 cajón de estacionamiento independiente. Consta de 2 habitaciones, 1.5 baños, sala comedor, cocina y patio de servicio. Vias de comunicación Circuito Bicentanario, tranasporte directo a Metro Indios Verdes, Tecamac, Ojo de Agua, a 20 minutos del AIFA, , a 5 minutos del hospital Regional de Alta Especialidad de Zumpango, Aurrera Express, a un costado del Centro Universitario UAEM Zumpango, en el interior de la unidad Habitacional se encuentra la Escuela Preparatoria Oficial Nº 52, Kinder y escuela Primaria y Secundaria.*Se acepta credito Infonavit (precio de lista mas impuestos, Derechos y Gastos Notariales)NEXIMOINMOBILIARIADIGITAL",https://casa.mercadolibre.com.mx/MLM-1591103630-venta-casa-2-ambientes-villas-de-la-laguna-_JM#position=12&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0956533,19.8673034,2055,2055,1596894931,"Av. Madrid, 28, San Sebastián, Zumpango, Estado De México",Casa en Venta,650000,$,84,55,,1,SAN SEBASTIAN,ZUMPANGO,Estado De México,,https://casa.mercadolibre.com.mx/MLM-1596894931-venta-casa-2-ambientes-san-sebastian-_JM#position=13&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0786462,19.8306969,2056,2056,1735926261,"La Trinidad, Zumpango, Estado De México",Casa en Venta,600000,$,61,82,,,LA TRINIDAD,ZUMPANGO,Estado De México,"Originalmente fue un pie de casa, fue ampliada. Ubicada en avenida principal cerca de esquina. La unidad está frente a instalaciones de la UAEM. Seminueva. Se aceptan créditos Infonavit y Bancarios.En la PB cuenta con Sala, comedor, cocina, baño completo, zotehuela, área de lavado, boiler, estacionamiento para un auto. En la PA hay 3 recámaras piso de loseta, medio baño, ventanas de aluminio.",https://casa.mercadolibre.com.mx/MLM-1735926261-casas-en-venta-en-la-trinidad-zumpango-_JM#position=14&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0443739,19.8098029,2057,2057,1586119598,"Jardin De Gladiola, Mz 6 Lt 2, Buenavista, Zumpango, Estado De México",Casa en Venta,650000,$,60,57,,,BUENAVISTA,ZUMPANGO,Estado De México,"Ref: NEX-152027CASA NUEVA EN FRACCIONAMIENTO CON TODOS LOS SERVICIOS, CONSTA DE DOS RECAMARAS, UNO Y MEDIO BAÑOS FORRADOS EN AZULEJO CERÁMICO EN ZONAS HÚMEDAS, SALA COMEDOR, COCINA, AMPLIO PATIO DE SERVICIO, ESTACIONAMIENTO AL FRENTE, POSIBILIDAD DE CRECIMIENTO CON DOS RECAMARAS MAS Y BAÑO COMPLETO EN UNA TERCERA PLANTA, PISO CEMENTO PULIDO, TINACO, A 15 MIN DEL NUEVO AEROPUERTO FELIPE ANGELES, ESCUELAS, CENTROS COMERCIALES, PLAZAS, CERCANO AL CENTRO DE ZUMPANGO, VIGILANCIA, MEDIOS DE TRANSPORTE, EXCELENTE OPORTUNIDAD DE TENER SU PATRIMONIO EN UN DE LAS ZONAS DE MAYOR PROYECCIÓN DE CRECIMIENTO A CORTO PLAZONEXIMOINMOBILIARIADIGITAL",https://casa.mercadolibre.com.mx/MLM-1586119598-venta-casa-2-ambientes-buenavista-_JM#position=15&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0152673,19.7843847,2058,2058,1730266914,"Calle Paseo Rosa, Paseos De San Juan, Estado De México, México, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,620000,$,63,63,,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"¡Utiliza tu crédito y adquiere esta propiedad con un excelente costo! ¿Quieres visitarnos? ¡Llama y agenda tu cita! Ubicación:  Paseo Rosa, Fraccionamiento Paseos de San Juan, Zumpango de Ocampo, Estado de México, C.P 55634Estatus legal: En orden Formas de pago: Pagos de contado y todos los CréditosNiveles:  2 Metros de construcción: 63 m²Características:1 baño2 habitacionesSala / ComedorÁrea de cocinaÁrea de lavado1 lugar de estacionamiento",https://casa.mercadolibre.com.mx/MLM-1730266914-casa-en-venta-colonia-paseos-de-san-juan-paseo-rosa-zumpango-_JM#position=16&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0918123,19.838689,2059,2059,1689033047,"Lago De Pátzcuaro 168, Villas De La Laguna, Zumpango, Estado De México",Casa en Venta,460000,$,60,30,,4,VILLAS DE LA LAGUNA,ZUMPANGO,Estado De México,- Fraccioamiento Villas de la Laguna- Pie de casa- Remodelada- 1recamara- 1 baño- Sala- Cocina- Comedor - Bardeada - Sobre avenida- Excelente ubicación- Ideal para un negocio- Muy cerca de centros comerciales- A 15 minutos de el centro de Zumpango- Escuelas en la unidad,https://casa.mercadolibre.com.mx/MLM-1689033047-casa-en-villas-de-la-laguna-_JM#position=17&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0152673,19.7843847,2060,2060,1719189173,"Calle Paseo Rosa, Paseos De San Juan, Estado De México, México, San Juan, Zumpango, Estado De México",Casa en Venta,620000,$,63,63,,4,SAN JUAN,ZUMPANGO,Estado De México,"¡Ven  a conocernos! Esta casa, cuenta con 63 m² deconstrucción, 2  habitaciones, 1 baño, Sala / Comedor, Área de cocina, Área de lavado, 1 lugar de estacionamientoEstatus legal: En orden Formas de pago: Pagos de contado y todos los CréditosNiveles:  2",https://casa.mercadolibre.com.mx/MLM-1719189173-casa-en-venta-colonia-paseos-de-san-juan-paseo-rosa-zumpango-_JM#position=18&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0148704,19.785697,2061,2061,1544630675,"Calle Paseo Rosa, Paseos De San Juan, Estado De México, México, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,620000,$,63,63,,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"Utiliza tu crédito para adquirir está casa con un precio muy accesible ¿Quieres saber cómo está distribuida? ¡Agenda tu cita y ven a visitarla, con gusto te atenderemos! Estatus legal: En orden Niveles:  2 Metros de construcción: 63 m²Características:* 1 baño* 2 habitaciones* Sala / Comedor* Área de cocina* Área de lavado* 1 lugar de estacionamiento",https://casa.mercadolibre.com.mx/MLM-1544630675-departamento-en-venta-colonia-paseos-de-san-juan-paseo-rosa-zumpango-_JM#position=19&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.014274,19.7828622,2062,2062,1349244996,"Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,491000,$,60,40,,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"Casa con 63 metros cuadrados de terreno y 53 metros cuadrados de construcción, que cuenta con las siguientes características: Sala comedor, Cocina, 1 baño, 2 Recamaras y estacionamiento.Haz tu mejor oferta sobre el valor de venta y cómpralo a un super precio.Previa cita para conocerlo; posesión inmediata. Se aceptan todos los créditos.Documentación en regla. Sin anticipos, sin apartados. No se aceptan pagos en línea.Los inmuebles están sujetos a cambio de precio, sin previo aviso. Todo el proceso ante notario público.Tenemos inmuebles en venta y renta a nivel nacional. EasyBroker ID: EB-EF4730",https://casa.mercadolibre.com.mx/MLM-1349244996-paseos-de-san-juan-casa-venta-zumpango-estado-de-mexico-_JM#position=20&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0157877,19.7826463,2063,2063,1571338082,"Calle Paseo Rosa 7, Paseos De San Juan, Estado De México, México, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,620000,$,63,63,,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"¡Ven  a conocernos! Esta casa, cuenta con 63 m² deconstrucción, 2  habitaciones, 1 baño, Sala / Comedor, Área de cocina, Área de lavado, 1 lugar de estacionamientoEstatus legal: En orden Formas de pago: Pagos de contado y todos los CréditosNiveles:  2",https://casa.mercadolibre.com.mx/MLM-1571338082-casa-en-venta-colonia-paseos-de-san-juan-paseo-rosa-zumpango-_JM#position=21&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0221522,19.7753521,2065,2065,1301987972,"Col. San José Pueblo Nuevo - San Agustín 50 Lt. A, San Juan, Zumpango, Estado De México",Casa en Venta,25000000,$,13682,1300,,4,SAN JUAN,ZUMPANGO,Estado De México,"RCV-3008 Casa en excelente ubicación, cercana a nuevo aeropuerto Santa Lucía, cuenta con transformador, calentador solar y jardín.",https://casa.mercadolibre.com.mx/MLM-1301987972-casa-en-venta-en-san-jose-pueblo-nuevo-zumpango-mexico-_JM#position=23&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.015515,19.785576,2066,2066,1669201457,"Paseo Madre Selva24, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,670000,$,53,60,,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"Nocnok ID: MX22-NM0567. PROPIEDAD EN VENTA, PASEO MADRE SELVA. PASEOS DE SAN JUAN. ZUMPANGO, MÉXICO. A 15 minutos del nuevo aeropuerto.Prototipo CEIBA53.72 M2 CONSTRUIDOS60.00 M2 DE TERRENOPropiedad en venta con la siguiente distribución:Un cajón de estacionamiento, estancia, comedor, cocina, patio de servicio, medio baño y escaleras en planta baja.En planta alta: Dos recámaras y un baño completo.Protecciones y recién pintada.En venta $670,000.00 únicamente créditos Infonavit o bancarios.Informes y citas al 5560934363 y enhttp://www.carbaz.mx/contact Estátus jurídico: Libre de gravamen.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",https://casa.mercadolibre.com.mx/MLM-1669201457-casa-sola-en-venta-paseos-de-san-juan-_JM#position=24&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0422522,19.8157306,2067,2067,1678652656,"Condominio Cadillo Mza.2 Lt-2 Viv-89, Arbolada Los Sauces II, Zumpango, Estado De México",Casa en Venta,660000,$,60,53,3,,ARBOLADA LOS SAUCES II,ZUMPANGO,Estado De México,,https://casa.mercadolibre.com.mx/MLM-1678652656-casa-en-venta-en-zumpango-estado-de-mexico-_JM#position=25&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0383613,19.807901,2068,2068,1602407753,"Paseos Del Olmo, 656, Los Hornos, Zumpango, Estado De México",Casa en Venta,535000,$,50,50,4,1,LOS HORNOS,ZUMPANGO,Estado De México,"Ref: NEX-158652Casa en condominio en venta de 50.35 m2 de construcción, con vista interior, desarrollado en dos plantas arquitectónicas, 1 cajón de estacionamiento independiente . Consta de 2 habitaciones, 1 baño, sala comedor, cocina y cuarto de servicio. Tiene firme de cemento en todo el conjunto. El fraccionamiento cuenta con cisterna y la casa tiene balcón. Cercano a Estadio Bicentenario del Ejercito y FAM,Town Center Zumpango, Eco Parque Tizayuca, Torre Azul Las Plazas Geo, Parque Ecoturístico Laguna Zumpango, Bodega Aurrera Express, Tiendas locales y accesible a transporte público de autobús, camión y combis; Vía de acceso por Paseos del olmo Y circuito Bicentenario. Se acepta credito Infonavit (precio de lista mas impuestos, derechos y gastos notariales)NEXIMOINMOBILIARIADIGITAL",https://casa.mercadolibre.com.mx/MLM-1602407753-venta-casa-2-ambientes-hacienda-los-encinos-_JM#position=26&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0932464,19.838515,2069,2069,1430039032,"Tamiahua, Villas De La Laguna, Zumpango, Estado De México",Casa en Venta,400000,$,48,34,11,,VILLAS DE LA LAGUNA,ZUMPANGO,Estado De México,"BOGSE VENDE PIE DE CASA EN URBI VILLAS DE LA LAGUNA EN ZUMPANGO A 15 MIN. DE LA UNIVERSIDAD DE ZUMPANGO Y A 30 MIN DEL AIFA, SE ENCUENTRA EN PRIVADA, UN LUGAR DE ESTACIOANAMIENTO, COCINA, SALA-COMEDOR, UNA RECAMARA, Y PATIO DE LAVADO. LISTA PARA CRECER Y REMODELAR A TU GUSTO.",https://casa.mercadolibre.com.mx/MLM-1430039032-se-vende-casa-en-villas-de-la-laguna-a-15-min-de-universid-_JM#position=27&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0293469,19.8051945,2070,2070,1591166764,"Uh Jardines De Magnolias 1. Calle Magnolias., 74, San Bartolo Cuautlalpan, Zumpango, Estado De México",Casa en Venta,715000,$,55,55,4,1,SAN BARTOLO CUAUTLALPAN,ZUMPANGO,Estado De México,,https://casa.mercadolibre.com.mx/MLM-1591166764-venta-casa-2-ambientes-san-bartolo-cuautlalpan-_JM#position=28&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0482604,19.8096173,2071,2071,1591166726,"U.h Jardines De Castalias. Jardin Del Ahuehuete, 72, Buenavista, Zumpango, Estado De México",Casa en Venta,615000,$,62,62,3,,BUENAVISTA,ZUMPANGO,Estado De México,"Ref: NEX-158614Casa en condominio en venta de 62.35 m2 de construcción, con vista interior, desarrollada en dos plantas arquitectónicas, 1 cajón de estacionamiento independiente. Consta de 2 habitaciones, 1.5 baños, sala comedor, cocina y patio de servicio. El fraccionamiento cuenta con área de juegos infantiles y zonas comunes. Cercano a Town Center Zumpango, Palacio Municipal Zumpango, Plaza Tizara, Aeropuerto Internacional Felipe Ángeles, Parque Ecoturístico Laguna de Zumpango, Eco Parque Tizayuca, Torre Azul Las Plazas Geo, Bodega Aurrera Express, Tiendas 3B, Walmart, Sam's Club, Oxxo. y accesible a transporte público de autobús, camión y combis; Vía de acceso por Jardín de Ahuehuete. Se acepta credito Infonavit (precio de lista mas impuestos, derechos y gastos notariales)NEXIMOINMOBILIARIADIGITAL",https://casa.mercadolibre.com.mx/MLM-1591166726-venta-casa-2-ambientes-buenavista-_JM#position=29&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.037085,19.812056,2072,2072,1373209493,"Las Plazassn, Las Plazas, Zumpango, Estado De México",Casa en Venta,450000,$,120,70,3,1,LAS PLAZAS,ZUMPANGO,Estado De México,"Nocnok ID: MX21-LJ1675. Amplia Casa en excelentes condiciones!Pie de casa de un nivel Fracc. Las Plazas Zumpango; con Sala, Comedor, Cocina, área de lavado, 1 Rec, 1 baño Espacio para 2 lugares de estacionamiento y patio trasero muy amplio, escuelas cercanas, primaria, kinder y secundaria.Aceptamos créditos!Trasporte cecano a indios verdes. Estátus jurídico: Libre de gravamen.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",https://casa.mercadolibre.com.mx/MLM-1373209493-casa-sola-en-venta-las-plazas-_JM#position=30&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0923244,19.8342184,2073,2073,947804518,"Villas De La Laguna  Sn, Villas De La Laguna, Zumpango, Estado De México",Casa en Venta,365000,$,50,34,8,1,VILLAS DE LA LAGUNA,ZUMPANGO,Estado De México,Casa de un nivel en el municipio de Zumpango en el Estado de México.Consta de:SalaComedorCocina con tarjaBaño completo Una recámara Zotehuela Estacionamiento para un autoEn excelente estado y con la posibilidad de ampliarlaAceptamos crédito Infonavit,https://casa.mercadolibre.com.mx/MLM-947804518-pie-de-casa-villas-de-la-laguna-zumpango-_JM#position=31&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.01974,19.671801,2074,2074,1517981102,"Mz54, Paseo De Las Margaritas, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,950000,$,77,77,4,,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"Hermosa casa en venta, ubicado en Col. Paseos de San Juan, Delegacion Zumpango. El inmueble cuenta con 74 m2 de superficie de construcción. Sus acabados y la distribución de los espacios te permite encontrar en cada rincón un espacio acogedor y especial. Cuenta con 2 habitaciones, 1 baño completo y 1 medio baño, una cocina ideal para preparar tus platillos favoritos, así como una pequeña terraza. Se encuentra a 10 min del Center Zumpango y del Aeropuerto AIFA. El lugar cuenta con muchísimo potencial pues en sus alrededores hay diversos comercios, restaurantes, tiendas de autoservicio, escuelas, gasolineras,Etc., por su alta afluencia, es una excelente oportunidad que no puedes dejar perder.",https://casa.mercadolibre.com.mx/MLM-1517981102-26944-paseo-de-las-margaritas-paseos-de-san-juan-_JM#position=32&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,0
-99.014274,19.7828622,2075,2075,1398498613,"Menta 49, Paseos de San Juan, Zumpango, Estado De México",Casa en Venta,570000,$,62,62,3,1,PASEOS DE SAN JUAN,ZUMPANGO,Estado De México,"Casa en venta a unos minutos del town center Zumpango la casa cuenta con un solo nivel y cuenta con sala ,comedor, cocina y una recamara",https://casa.mercadolibre.com.mx/MLM-1398498613-casa-en-venta-en-paseo-de-san-juan-zumpango-_JM#position=33&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.0383253,19.8236597,2076,2076,1427814086,"Av. Laguna De Zumpango, Estado De México, México, Santiago 1a. Secc., Zumpango, Estado De México",Casa en Venta,275199,$,59,59,3,1,SANTIAGO 1A. SECC.,ZUMPANGO,Estado De México,"QV OBTÉN UNA VIVIENDA PROPIA INVIRTIENDO EN BIENES DE RECUPERACIÓN BANCARIA.¡APROVECHA HOY!>>>>> SOLO ACEPTAMOS PAGO DE CONTADO <<<<<<<<<<< NO HAY PAGO CON CRÉDITO >>>>>>>>>>>> LAS PROPIEDADES SOLO SE VEN POR FUERA <<<<<<¡TEN LO QUE TODOS QUIEREN, UNA VIVIENDA PROPIA!REALIZA UNA INVERSIÓN EN PROPIEDADES CON GRAN PLUSVALÍAADQUIERE ESTA PROPIEDAD A UN 70% POR DEBAJO DE SU VALOR COMERCIAL CON CESIÓN DE DERECHOS.¡INVIERTE EN TU PATRIMONIO Y COMIENZA UNA FAMILIA CON ESTABILIDAD FINANCIERA!¡INICIA TU TRÁMITE Y APARTA ESTE INMUEBLE!¡TU PAGO GARANTIZADO CON UN CONTRATO DE POR MEDIO Y ANTE NOTARIO!EMPRESA CON MÁS DE 25 AÑOS DE EXPERIENCIA CON INMUEBLES HIPOTECADOS.PROPIEDADES SUJETAS A CAMBIOS EN DISPONIBILIDAD Y PRECIO.INFORMES: QUENYA VALLEF81669",https://casa.mercadolibre.com.mx/MLM-1427814086-qv-casa-en-venta-de-recuperacion-bancaria-en-laguna-de-zumpango-santiago-estado-de-mexico-_JM#position=34&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
-99.042252,19.815731,2078,2078,1373170456,"Privada Fresamz6 Lt 12, Arbolada Los Sauces, Zumpango, Estado De México",Casa en Venta,550000,$,40,40,3,12,ARBOLADA LOS SAUCES,ZUMPANGO,Estado De México,"Nocnok ID: MX21-LJ0437. No dejes pasar esta oportunidad!!!!Vendo este Bonito Casa en privada, cuenta con espacio para sala, comedor, cocina, 2 recamaras, 1 1/2 baños, cajon de estacionamiento.Opción a crecimiento en segundo nivel, el fraccionamiento cuenta con areas verdes, escuelas, cerca del hospital de especialidades, cerca del centro comercial de Zumpango, trasporte hacia metro indios verdes, la raza, martin carrera.Lista para habitarse.Se acepta y tramita de manera gratuita tu credito infonavit o bancario. Estátus jurídico: Libre de gravamen.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",https://casa.mercadolibre.com.mx/MLM-1373170456-casa-sola-en-venta-arbolada-los-sauces-_JM#position=36&search_layout=grid&type=item&tracking_id=06cbbedc-5410-40d3-96cf-87b74ce24a5f,Venta,1
